provcd,countyid,cid,age,health,minority,stateown,collective,private,foreign,formal,part_time,mwage_atax,bcollar,wcollar,service,week_whours,employ,familysize,BJ,TJ,HeB,ShX,NMG,LN,JN,HLJ,SH,JS,ZJ,AnH,FJ,JX,ShD,HeN,HuB,HuN,GuD,GuX,HaN,ChQ,SiCh,GuZ,YunN,XZ,ShaX,GS,QinH,NinX,XinJ,lnwage,experience,urban,gender,hukou,spouse,edu,military1,party1,evsmoke1,agri_job,gsubsidy,gsubsidy_amount,subsidy,lnsubsidy,lngsubsidy,employ_w,good_job
四川省,44,118000,49,3,0,0,0,0,0,0,0,600,0,0,0,30,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,33,0,1,0,1,0,0,0,0,1,1,3000,3600,6,6,1,0
四川省,44,118000,27,3,0,1,0,0,0,0,1,5000,0,1,0,36,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,11,0,0,0,0,4,0,0,0,0,1,10000,10000,7,7,1,1
四川省,2456,,51,3,0,0,0,0,0,0,0,3000,1,0,0,56,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,35,0,1,0,1,0,0,0,1,0,1,10000,10000,7,7,1,0
四川省,44,118000,36,3,0,0,0,0,0,0,0,500,0,0,0,28,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,20,0,0,0,1,0,0,0,0,1,0,0,800,4,0,1,0
四川省,44,118000,60,3,0,0,0,0,0,0,0,600,1,0,0,35,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,44,0,0,0,1,0,0,0,0,1,0,0,800,4,0,1,0
四川省,44,118000,33,3,0,0,0,0,0,0,1,2000,0,0,1,63,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,17,0,0,0,0,2,0,0,0,0,0,0,800,4,0,1,0
四川省,44,118000,39,3,0,0,0,0,0,0,0,1000,0,0,0,42,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,23,0,0,0,1,0,0,0,0,1,1,730,730,4,4,1,0
四川省,44,118000,47,5,0,0,0,0,0,0,0,1300,0,0,0,42,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,31,0,0,0,0,0,0,0,0,1,1,400,2000,5,4,1,0
四川省,44,118000,40,3,0,0,0,0,0,0,0,1000,0,0,0,35,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,24,0,0,0,1,1,0,0,0,1,1,1000,1000,4,4,1,0
四川省,44,118000,45,3,0,0,0,0,0,0,0,1500,0,0,0,40,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,29,0,0,0,1,1,0,0,0,1,1,3600,4460,6,6,1,0
四川省,42,116900,57,3,0,0,0,1,0,0,1,2300,0,0,0,60,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,41,1,1,1,1,3,0,1,0,0,0,0,33800,8,0,1,0
四川省,42,116900,46,4,0,1,0,0,0,0,1,3500,1,0,0,91,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,30,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0
四川省,42,116900,52,4,0,0,0,1,0,0,0,0,0,0,0,21,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,1,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
四川省,42,117000,53,4,0,0,0,0,0,0,0,2000,0,0,0,56,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,37,0,0,0,1,1,0,0,0,1,0,0,2000,5,0,1,0
四川省,42,117000,54,4,0,0,0,0,0,0,0,1400,1,0,0,56,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,38,0,1,0,1,2,0,0,1,1,0,0,2000,5,0,1,0
四川省,42,117000,47,2,0,0,0,0,0,0,1,1000,0,0,0,24,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,31,0,0,0,1,1,0,0,0,1,1,800,800,4,4,1,0
四川省,42,117000,48,3,0,0,0,0,0,0,0,2700,1,0,0,24,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,32,0,1,0,1,0,0,0,1,0,1,800,800,4,4,1,0
四川省,42,117000,56,4,0,0,0,0,0,0,0,300,1,0,0,14,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,40,0,0,0,1,0,0,0,0,1,0,0,5000,6,0,1,0
四川省,42,117000,39,5,0,0,0,0,0,0,0,2500,0,0,0,56,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,23,0,1,0,0,1,0,0,1,1,1,500,1900,5,4,1,0
四川省,42,117000,47,4,0,0,0,0,0,0,0,3000,1,0,0,56,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,31,0,1,0,1,1,0,0,1,0,1,210,2110,5,3,1,0
四川省,42,117000,51,3,0,0,0,0,0,0,0,500,1,0,0,32,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,35,0,0,0,1,0,0,0,0,1,1,210,2110,5,3,1,0
四川省,42,117000,29,3,0,1,0,0,0,0,1,2200,0,0,0,40,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,13,0,0,1,1,4,0,0,0,0,1,300,300,3,3,1,0
四川省,42,117000,53,3,0,0,0,0,0,0,1,1000,1,0,0,20,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,37,0,1,0,1,2,0,0,1,1,1,300,300,3,3,1,0
四川省,42,117000,52,5,0,0,0,0,0,0,0,50,0,0,0,40,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,36,0,0,0,1,1,0,0,0,1,1,300,300,3,3,1,0
四川省,42,117000,31,3,0,0,0,0,0,0,0,1000,0,0,0,20,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,15,0,1,0,1,2,0,0,1,1,1,300,300,3,3,1,0
四川省,42,117000,46,3,0,0,0,0,0,0,0,180,0,0,0,42,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,30,0,0,0,1,1,0,0,0,1,1,200,200,3,3,1,0
四川省,42,117000,46,1,0,0,0,0,0,0,0,5000,1,0,0,70,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,30,0,1,0,1,2,0,0,1,0,1,200,200,3,3,1,0
四川省,42,117000,44,2,0,0,0,0,0,0,0,800,1,0,0,9,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,28,0,0,0,0,2,0,0,0,1,1,440,440,4,4,1,0
四川省,42,117000,45,3,0,0,0,0,0,0,0,200,0,0,1,56,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,29,0,1,0,0,1,0,0,1,1,1,8000,8000,7,7,1,0
四川省,42,117000,39,3,0,0,0,1,0,0,1,2100,1,0,0,8,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,23,0,0,0,1,1,0,0,0,0,1,600,600,4,4,1,0
四川省,42,117000,43,3,0,0,0,0,0,0,0,700,1,0,0,45,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,27,0,1,0,1,3,0,0,0,1,1,600,600,4,4,1,0
四川省,2394,728739,44,1,0,0,0,1,0,0,0,2000,0,0,0,56,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,28,1,0,1,1,1,0,0,0,0,1,400,6100,6,4,1,0
四川省,2394,728739,45,5,0,0,0,1,0,0,0,5000,1,0,0,54,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,29,1,1,1,1,3,0,0,1,0,1,400,6100,6,4,1,0
浙江省,1057,321960,41,3,0,0,0,0,0,0,1,5000,1,0,0,70,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,25,1,1,0,1,1,0,0,1,0,0,0,4900,6,0,1,0
四川省,42,117000,48,3,0,0,0,0,0,0,0,200,0,0,0,56,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,32,0,1,1,1,0,0,0,1,1,1,220,220,3,3,1,0
四川省,42,117000,54,1,0,0,0,0,0,0,0,2000,0,0,0,56,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,38,0,1,0,1,2,0,0,1,1,0,0,3000,6,0,1,0
四川省,42,117000,55,5,0,0,0,0,0,0,0,125,1,0,0,32,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,39,0,0,0,1,0,0,0,0,1,0,0,3000,6,0,1,0
四川省,42,117000,43,1,0,0,0,0,0,0,0,5000,0,0,0,60,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,27,0,1,0,1,0,0,0,1,0,1,200,200,3,3,1,0
四川省,42,117000,42,3,0,0,0,0,0,0,0,200,0,0,0,36,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,26,0,0,0,1,1,0,0,0,1,1,200,200,3,3,1,0
四川省,42,117000,53,5,0,0,0,0,0,0,0,83,1,0,0,42,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,37,0,0,0,1,0,0,0,0,1,1,300,300,3,3,1,0
四川省,42,117000,31,4,0,0,0,0,0,0,0,2000,0,0,0,32,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,15,0,1,0,1,2,0,0,0,0,1,300,300,3,3,1,0
四川省,42,117000,25,4,0,0,0,1,0,0,0,1050,0,0,0,32,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,9,0,0,0,1,2,0,0,0,0,1,300,300,3,3,1,0
四川省,42,117000,50,5,0,0,0,0,0,0,0,500,1,0,0,56,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,34,0,0,0,1,0,0,0,0,1,1,150,7050,6,3,1,0
四川省,42,117000,42,1,0,0,0,0,0,0,0,1000,1,0,0,56,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,26,0,0,0,1,0,0,0,0,1,1,150,1050,4,3,1,0
四川省,42,117000,40,1,0,0,0,0,0,0,0,4000,1,0,0,56,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,24,0,1,0,1,0,0,0,1,0,1,150,1050,4,3,1,0
四川省,42,117100,44,1,0,0,0,0,0,0,0,200,0,0,0,42,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,28,1,0,0,1,1,0,0,0,1,1,1000,1000,4,4,1,0
四川省,42,117100,35,2,0,1,0,0,0,0,1,1500,1,0,0,80,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,19,1,0,0,1,3,0,0,0,0,1,700,700,4,4,1,0
四川省,42,117100,45,1,0,0,0,0,0,0,0,200,0,0,0,24,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,29,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0
四川省,42,117100,53,1,0,0,0,0,0,0,0,500,0,0,0,63,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,37,1,0,0,1,2,0,0,0,1,1,1200,5100,6,5,1,0
四川省,42,117100,43,3,0,0,1,0,0,0,0,2000,0,0,0,56,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,27,1,1,0,1,1,0,0,1,0,1,280,2580,5,3,1,0
四川省,42,117100,54,3,0,0,0,0,0,0,0,150,0,0,0,70,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,38,1,0,0,1,1,0,0,0,1,1,135,2135,5,3,1,0
四川省,42,117100,57,4,0,0,0,0,0,0,0,900,0,0,0,42,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,41,1,0,0,1,0,0,0,0,1,0,0,1200,5,0,1,0
四川省,42,117100,29,2,0,0,0,0,0,0,0,300,1,0,0,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,13,1,0,0,1,3,0,0,0,1,0,0,1200,5,0,1,0
四川省,42,117100,28,3,0,0,0,0,0,0,0,0,0,0,0,15,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,1,1,0,1,1,0,0,1,1,1,450,450,4,4,0,0
四川省,42,117100,53,4,0,0,0,0,0,0,0,750,0,0,0,42,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,37,1,0,0,1,1,0,0,0,1,1,450,450,4,4,1,0
四川省,42,117100,56,2,0,0,0,0,0,0,0,100,0,0,0,14,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,40,1,0,0,0,1,0,0,0,1,1,2000,3500,6,5,1,0
四川省,42,795616,56,3,0,0,0,0,0,0,0,3200,0,0,0,56,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,40,1,0,1,1,3,0,1,0,0,0,0,38000,8,0,1,0
四川省,42,795616,53,3,0,0,0,0,0,0,1,1500,0,1,0,48,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,37,1,1,1,1,3,0,1,1,1,0,0,38000,8,0,1,0
四川省,42,966172,48,4,0,0,0,0,0,0,0,1000,0,0,0,21,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,32,0,1,1,1,0,0,0,1,1,1,7080,8340,7,6,1,0
四川省,42,795616,38,2,0,0,0,0,0,0,0,420,0,0,0,20,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,22,1,1,0,1,1,0,0,1,0,0,0,1000,4,0,1,0
四川省,42,795616,54,3,0,0,0,0,0,0,0,2500,1,0,0,50,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,38,1,1,0,1,0,0,0,1,0,1,15000,15000,7,7,1,0
四川省,42,795616,52,1,0,0,0,0,0,0,0,200,0,0,0,80,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,36,1,0,0,1,0,0,0,0,1,1,15000,15000,7,7,1,0
四川省,42,795616,31,1,0,0,0,0,0,0,0,6000,0,0,1,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,15,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
四川省,42,795616,51,4,0,0,0,0,0,0,0,2500,0,0,0,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,35,1,1,0,1,1,0,0,1,1,1,100,100,2,2,1,0
四川省,42,795616,41,4,0,0,0,0,0,0,0,1200,0,0,0,56,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,25,1,0,0,1,0,0,0,0,1,1,400,2200,5,4,1,0
四川省,42,795616,42,2,0,0,0,0,0,0,0,3600,0,0,0,21,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,26,1,1,0,1,0,0,0,1,1,1,400,2200,5,4,1,0
四川省,42,795616,57,4,0,0,0,0,0,0,0,2500,0,0,0,35,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,41,1,0,0,0,0,0,0,0,1,1,400,1400,5,4,1,0
四川省,42,795616,45,3,0,0,0,0,0,0,0,1700,0,0,0,56,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,29,1,1,0,0,0,0,0,1,1,1,2100,3900,6,5,1,0
四川省,42,795616,51,3,0,0,0,0,0,0,0,1000,0,0,0,42,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,35,1,0,0,0,0,0,1,0,1,1,1000,1000,4,4,1,0
四川省,42,795616,42,4,0,0,0,0,0,0,0,2200,0,0,0,47,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,26,1,0,0,1,0,0,0,0,1,0,0,2000,5,0,1,0
四川省,42,795616,47,4,0,0,0,0,0,0,0,450,0,0,0,49,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,31,1,1,0,1,0,0,0,1,1,0,0,2000,5,0,1,0
四川省,41,116500,41,3,0,0,0,0,0,0,0,2000,1,0,0,42,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,25,1,0,0,1,2,0,0,0,1,1,400,3018,6,4,1,0
四川省,41,116500,42,4,0,0,0,0,0,0,0,416,0,0,0,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,26,1,1,0,1,2,0,0,1,1,1,400,3018,6,4,1,0
四川省,41,116500,54,3,0,0,0,0,0,0,1,100,0,0,0,70,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,38,1,1,0,1,2,0,0,1,0,1,300,300,3,3,1,0
四川省,41,116500,55,5,0,0,0,0,0,0,0,300,1,0,0,70,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,39,1,0,0,1,2,0,0,0,1,1,160,160,3,3,1,0
四川省,41,116500,56,1,0,0,0,0,0,0,0,30,1,0,0,10,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,40,1,1,0,1,2,0,0,1,1,1,160,160,3,3,1,0
四川省,41,116500,53,4,0,0,0,0,0,0,0,600,0,0,0,35,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,37,1,0,0,1,2,0,0,0,1,0,0,500,4,0,1,0
四川省,41,116500,55,3,0,0,0,0,0,0,0,1000,1,0,0,50,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,39,1,1,0,1,2,0,0,1,1,0,0,500,4,0,1,0
四川省,41,116500,25,3,0,0,0,1,0,0,1,6300,0,1,0,40,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,9,1,1,1,0,4,0,1,0,0,0,0,0,0,0,1,0
四川省,41,116500,52,5,0,0,0,0,0,0,1,833,0,0,0,21,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,36,1,0,0,1,2,0,0,0,1,1,0,0,0,0,1,0
四川省,41,116500,51,5,0,0,0,0,0,0,1,0,1,0,0,63,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,35,1,1,0,1,1,0,0,1,0,1,200,200,3,3,0,0
四川省,41,116500,50,4,0,0,0,0,0,0,1,833,0,0,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,34,1,0,0,1,2,0,0,0,1,1,200,200,3,3,1,0
四川省,41,116700,54,5,0,0,0,0,0,0,0,100,0,0,0,8,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,38,1,0,0,1,1,0,0,0,1,1,6900,17496,7,6,1,0
四川省,41,116700,60,4,0,0,0,0,0,0,0,120,1,0,0,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,44,1,1,0,1,2,0,0,1,1,1,6900,17496,7,6,1,0
四川省,41,116700,60,2,0,0,0,0,0,0,0,80,1,0,0,21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,44,1,1,0,0,1,0,0,1,1,1,1800,1800,5,5,1,0
四川省,41,116700,50,1,0,0,0,0,0,0,0,30000,1,0,0,35,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,34,1,1,0,1,1,0,0,1,1,1,120,120,2,2,1,0
四川省,41,116700,52,3,0,0,0,0,0,0,0,200,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,36,1,1,0,1,2,0,0,1,1,1,0,0,0,0,1,0
四川省,41,116700,52,3,0,0,0,0,0,0,0,0,0,0,0,28,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,1,0,0,1,2,0,0,0,1,1,300,300,3,3,0,0
四川省,41,116700,31,4,0,0,0,1,0,0,1,4000,1,0,0,56,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,15,1,1,0,1,2,0,0,1,0,1,300,300,3,3,1,0
四川省,41,116700,53,3,0,0,0,0,0,0,0,2000,0,0,0,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,37,1,1,0,1,2,0,0,0,0,1,300,300,3,3,1,0
四川省,41,116700,47,4,0,0,0,0,0,0,1,2000,0,0,0,24,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,31,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0
四川省,41,116700,47,3,0,0,0,0,0,0,0,3000,1,0,0,60,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,31,1,1,0,1,2,0,0,1,0,0,0,0,0,0,1,0
四川省,41,116600,54,5,0,0,0,0,0,0,0,1000,0,0,0,63,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,38,0,0,0,0,1,0,0,0,0,1,4800,4800,6,6,1,0
四川省,41,116600,53,4,0,0,0,1,0,0,0,2000,0,0,0,72,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,37,0,1,0,1,0,0,0,1,0,1,200,200,3,3,1,0
四川省,41,116600,47,2,0,0,0,1,0,0,0,1000,1,0,0,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,31,0,1,0,1,2,0,0,1,0,1,400,400,4,4,1,0
四川省,41,116600,31,2,0,0,0,1,0,0,1,5000,0,0,0,50,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,15,0,1,0,1,2,0,0,1,0,1,300,300,3,3,1,0
四川省,41,116600,27,2,0,0,0,1,0,0,1,2500,0,0,1,60,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,11,0,0,0,1,3,0,0,0,0,1,300,300,3,3,1,0
